MES,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,O.P. NÚMERO,REFERENCIA,DESC. ITEM,DETALLE EXT. 1,DESC. NORMAL DETALLE EXT. 1,DESC. DETALLE EXT. 2,CANT. COMPLETA,FECHA CREACION,DESC. OPERACION
OCTUBRE,038 - 4OCT2                                   ,STOP,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000217,15006949                                          ,CAMISETA MANGA CORTA FONDO ENTERO,19-4004             ,NEGRO,T-S,178,2026-06-01,CORTE                                   
OCTUBRE,038 - 4OCT2                                   ,STOP,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000217,15006949                                          ,CAMISETA MANGA CORTA FONDO ENTERO,19-4004             ,NEGRO,T-XL,268,2026-06-01,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000218,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,11-0601             ,BLANCO,T-L,291,2026-06-01,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000218,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,11-0601             ,BLANCO,T-M,294,2026-06-01,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000218,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,11-0601             ,BLANCO,T-S,97,2026-06-01,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000218,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,11-0601             ,BLANCO,T-XL,194,2026-06-01,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000218,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,11-0601             ,BLANCO,T-XS,97,2026-06-01,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000218,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,19-4004             ,NEGRO,T-L,182,2026-06-01,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000218,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,19-4004             ,NEGRO,T-M,183,2026-06-01,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000218,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,19-4004             ,NEGRO,T-S,91,2026-06-01,CORTE                                   
ENERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000218,15006952                                          ,TOP PREMIUM MANGA SISA ESENCIAL,19-4004             ,NEGRO,T-XL,91,2026-06-01,CORTE                                   
NOVIEMBRE,042 - 4NOV2                                   ,STOP,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000219,15007949                                          ,CAMISETA T-SHIRT MANGA CORTA  ESENCIAL,11-0602             ,MARFIL,T-L,200,2026-06-01,CORTE                                   
NOVIEMBRE,042 - 4NOV2                                   ,STOP,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000219,15007949                                          ,CAMISETA T-SHIRT MANGA CORTA  ESENCIAL,11-0602             ,MARFIL,T-M,200,2026-06-01,CORTE                                   
NOVIEMBRE,042 - 4NOV2                                   ,STOP,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000219,15007949                                          ,CAMISETA T-SHIRT MANGA CORTA  ESENCIAL,11-0602             ,MARFIL,T-XL,196,2026-06-01,CORTE                                   
MARZO,010 - 1MAR2                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000221,15008952                                          ,TOP PREMIUM SISA ESENCIAL,19-4004             ,NEGRO,T-M,288,2026-06-02,CORTE                                   
MARZO,010 - 1MAR2                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000221,15008952                                          ,TOP PREMIUM SISA ESENCIAL,19-4004             ,NEGRO,T-S,287,2026-06-02,CORTE                                   
MARZO,010 - 1MAR2                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000221,15008952                                          ,TOP PREMIUM SISA ESENCIAL,19-4004             ,NEGRO,T-XS,96,2026-06-02,CORTE                                   
DICIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000222,15009949                                          ,CAMISETA MANGA CORTA CON RUCHE ESENCIAL,11-0602             ,MARFIL,T-L,72,2026-06-06,2-CORTE
DICIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000222,15009949                                          ,CAMISETA MANGA CORTA CON RUCHE ESENCIAL,11-0602             ,MARFIL,T-M,72,2026-06-06,2-CORTE
DICIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000222,15009949                                          ,CAMISETA MANGA CORTA CON RUCHE ESENCIAL,11-0602             ,MARFIL,T-S,139,2026-06-06,2-CORTE
DICIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000222,15009949                                          ,CAMISETA MANGA CORTA CON RUCHE ESENCIAL,11-0602             ,MARFIL,T-XL,43,2026-06-06,2-CORTE
DICIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000222,15009949                                          ,CAMISETA MANGA CORTA CON RUCHE ESENCIAL,19-4004             ,NEGRO,T-L,80,2026-06-06,2-CORTE
DICIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000222,15009949                                          ,CAMISETA MANGA CORTA CON RUCHE ESENCIAL,19-4004             ,NEGRO,T-M,80,2026-06-06,2-CORTE
DICIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000222,15009949                                          ,CAMISETA MANGA CORTA CON RUCHE ESENCIAL,19-4004             ,NEGRO,T-S,79,2026-06-06,2-CORTE
DICIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000222,15009949                                          ,CAMISETA MANGA CORTA CON RUCHE ESENCIAL,19-4004             ,NEGRO,T-XL,75,2026-06-06,2-CORTE
SEPTIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000224,15014824                                          ,CHAQUETA DENIM ESENCIAL,IND02               ,MEDIO,T-L,101,2026-06-02,CORTE                                   
SEPTIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000224,15014824                                          ,CHAQUETA DENIM ESENCIAL,IND02               ,MEDIO,T-M,203,2026-06-02,CORTE                                   
SEPTIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000224,15014824                                          ,CHAQUETA DENIM ESENCIAL,IND02               ,MEDIO,T-S,203,2026-06-02,CORTE                                   
