MES,MES ADELANTO,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,TIPO DE MATERIAL,REFERENCIA,DESC. ITEM,TIPO DE ABASTECIMIENTO
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10137803,BERMUDA T/ALTO COLOR PRETINA ANCHA,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10137902,CAPRI T/ALTO BLANCO CON BOLSILLOS,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10137914,ESCULTOR T/ALTO LAV CLARO BOTA TUBO,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10138902,CAPRI T/ALTO LAV MEDIO CON BOLSILLOS,
003 - MARZO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10138903,BERMUDA T/ALTO COLOR CON BOLSILLOS EN F,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10139802,CAPRI T/ALTO NEGRO EN TELA CON EFECTO,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10139803,BERMUDA T/ALTO RUEDO DESFLECADO,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10140902,CAPRI T/ALTO LAV MEDIO CON ABERTURA EN,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10140903,BERMUDA T/ALTO  COLOR  CON DOBLE PRETIN,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10141803,BERMUDA T/ALTO LAV CLARO CON DETALLE EN,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10142803,BERMUDA T/ALTO COLOR CON BOLSILLOS EN C,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10143903,BERMUDA T/ALTO LAVADO MEDIO CON BOTONES,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10144903,BERMUDA T/ALTO COLOR CON CORDÓN EN PRET,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10145803,BERMUDA T/ALTO LAV CLARO CON CORDON EN,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10146903,BERMUDA T/ALTO CON BOLSILLOS PARCHE,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10147803,BERMUDA T/ALTO NEGRA CON BOLSILLOS,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10148903,BERMUDA T/ALTO LAV CLARO CON CORDÓN EN,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10149903,BERMUDA T/ALTO LAV MEDIO CON BOLSILLOS,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10150803,BERMUDA T/ALTO LAV CLARO CON LASER,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10151903,BERMUDA T/ALTO COLOR BOLSILLOS EN COSTA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10152803,BERMUDA T/ALTO LAV MEDIO OSCURO CON PIE,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10153903,BERMUDA  T/ALTO COLOR ABERTURA EN COSTA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10155803,BERMUDA T/ALTO COLOR CON APLIQUE,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10156903,BERMUDA T/ALTO COLOR BLANCO,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10157903,BERMUDA T/ALTO LAVADO OSCURO CON BOLSIL,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,10158903,BERMUDA T/ALTO MARFIL EN TELA EFECTO BR,
