MES,MES ADELANTO,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,REFERENCIA,DESC. ITEM,TIPO DE ABASTECIMIENTO,PRIORIDAD
JULIO, ,026 - 3JUL2                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,YY0000257,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,026 - 3JUL2                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,YY0000258,RETROMOM TIRO ALTO  LAV NEGRO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,026 - 3JUL2                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,YY0000259,CARGO TIRO ALTO  LAV MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
AGOSTO,07-JULIO,029 - 3AGO1                                   ,YOYO,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,YY0000292,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
DICIEMBRE,09-SEPTIEMBRE,046 - 4DIC2                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MY0000744,FALDA SHORT TIRO BAJO TONO MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
DICIEMBRE,09-SEPTIEMBRE,045 - 4DIC1                                   ,YOYO,003 - OPORTUNIDADES                           ,003 - CORTOS                                  ,005 - DENIM                                   ,MY0000745,FALDA TIRO ALTO LAV NEGRO MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
DICIEMBRE,09-SEPTIEMBRE,046 - 4DIC2                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MY0000746,BERMUDA TIRO BAJO LAV MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
DICIEMBRE,09-SEPTIEMBRE,046 - 4DIC2                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MY0000747,TEJANO TIRO ALTO LAV CLARO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
OCTUBRE,09-SEPTIEMBRE,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MY0000748,RETROMOM TIRO ALTO LAV MEDIO OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
OCTUBRE,09-SEPTIEMBRE,038 - 4OCT2                                   ,YOYO,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MY0000749,CARGO TIRO ALTO COLOR VERDE,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
OCTUBRE,09-SEPTIEMBRE,040 - 4OCT4                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MY0000750,MOMJEAN TIRO ALTO LAV CLARO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
OCTUBRE, ,040 - 4OCT4                                   ,YOYO,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MY0000751,BARREL TIRO BAJO LAV CLARO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
OCTUBRE, ,039 - 4OCT3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MY0000752,SHORT TIRO MEDIO LAV MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
OCTUBRE,09-SEPTIEMBRE,038 - 4OCT2                                   ,YOYO,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,002 - TEJIDO PLANO                            ,MY0000753,FALDA TIRO MEDIO COLOR MARFIL,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
SEPTIEMBRE,08-AGOSTO,034 - 3SEP2                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,YY0000280,BERMUDA TIRO MEDIO LAV MEDIO OSCURO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
SEPTIEMBRE,08-AGOSTO,033 - 3SEP1                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,YY0000281,SHORT TIRO ALTO LAV NEGRO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
SEPTIEMBRE,07-JULIO,035 - 3SEP3                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,YY0000282,FALDA SHORT TIRO ALTO LAV MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
SEPTIEMBRE,07-JULIO,033 - 3SEP1                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,YY0000283,FALDA SHORT TIRO ALTO LAV CLARO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
SEPTIEMBRE,08-AGOSTO,034 - 3SEP2                                   ,YOYO,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,002 - TEJIDO PLANO                            ,YY0000284,FALDA TIRO MEDIO COLOR MARFIL,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
NOVIEMBRE,09-SEPTIEMBRE,041 - 4NOV1                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,YY0000698,SHORT TIRO ALTO LAV NEGRO MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Prioridad Alta
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,004 - SOBRETODOS                              ,002 - TEJIDO PLANO                            ,YY0000231,CHAQUETA CUELLO SPORT  LAV MARFIL,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,004 - SOBRETODOS                              ,002 - TEJIDO PLANO                            ,YY0000232,SOBRECAMISA  MANGA CORTA  CROP LAV ARENA,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,YY0000233,TOP MANGA LARGA CON ABERTURA EN CENTRO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,003 - OPORTUNIDADES                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,YY0000234,TSHIRT MANGA CORTA  ESTAMPADA OPORT,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,003 - OPORTUNIDADES                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,YY0000235,TSHIRT MANGA CORTA CON ESTAMPADO EN FRE,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,YY0000236,POLO MANGA CORTA CON ESTAMPADO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,YY0000237,CAMISETA MANGA CORTA EN CONTRASTE EST,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,YY0000238,CAMISETA MANGA CORTA CON RECOGIDO COST,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,YY0000239,CAMISETA MANGA CORTA CON RECOGIDO COST,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,YY0000240,TOP MANGA SISA CUELLO EN V,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,YY0000241,TOP MANGA SISA CUELLO TORTUGA,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,YY0000242,BODY MANGA LARGA ESTAMPADO EN FRENTE,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,YY0000243,BODY MANGA LARGA ESTAMPADO EN FRENTE,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,008 - PANTALONES                              ,001 - TEJIDO PUNTO                            ,YY0000244,PANTALON IMITACION DOBLE PRENDA,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,YY0000245,BERMUDA TIRO MEDIO  LAV MEDIO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,001 - TEJIDO PUNTO                            ,YY0000246,VESTIDO MANGA SISA  CORTO ESCOTE EN V,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,026 - 3JUL2                                   ,YOYO,008 - MODA                                    ,004 - SOBRETODOS                              ,001 - TEJIDO PUNTO                            ,YY0000247,BUZO  CUELLO TORTUGA CON CIERRE,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
NOVIEMBRE, ,042 - 4NOV2                                   ,YOYO,008 - MODA                                    ,004 - SOBRETODOS                              ,005 - DENIM                                   ,YY0000248,CHALECO MANGA SISA PRETINA  LAV NEGRO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
NOVIEMBRE, ,043 - 4NOV3                                   ,YOYO,008 - MODA                                    ,002 - BLUSA-CAMISA,002 - TEJIDO PLANO                            ,MY0000249,BLUSA MANGA CORTA  CON AMARRE EN FRENTE,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,026 - 3JUL2                                   ,YOYO,008 - MODA                                    ,002 - BLUSA-CAMISA,002 - TEJIDO PLANO                            ,YY0000250,BLUSA MANGA SISAS CON CIERRE EN COSTADO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,025 - 3JUL1                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,YY0000251,CAMISETA ML DOBLE PRENDA EN BLONDA,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,026 - 3JUL2                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,YY0000252,TOP MANGA CORTA CON ESTAMPADO FRENTE,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,026 - 3JUL2                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,YY0000253,TOP  ESCOTE BANDEJA ESTAMPADO FRENTE,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,026 - 3JUL2                                   ,YOYO,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,YY0000254,TOP MANGA CORTA  CON BLONDA Y ESTAMPADO,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
JULIO, ,026 - 3JUL2                                   ,YOYO,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,YY0000255,TOP MANGA SISA ESCOT DIAGONA CON APLIQUE,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
AGOSTO, ,029 - 3AGO1                                   ,YOYO,008 - MODA                                    ,004 - SOBRETODOS                              ,001 - TEJIDO PUNTO                            ,YY0000289,BUZO ABIERTO CON SESGOS Y MOÑOS EN MANGA,001 - PRODUCCION INTERNA TELA NACIONALIZADA,Normal
